USER_ID,Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter,Churned
020d6bdd-47ab-4029-9acb-62e7cb43712a,27.0,Female,Australia,Brisbane,6.3,1.0,12.6,5.7,86.8,2.0,2.0,160.33,21.0,37.5,5.4,14.3,7.0,1.0,11.1,18.6,5.0,286.7,644.0,Q1,1
02171c5c-7c91-40ed-af56-692f5fb8bd80,47.0,Male,Japan,Tokyo,3.1,1.0,24.6,5.8,74.7,1.0,12.0,85.57,41.0,16.4,8.4,26.1,3.0,2.0,27.6,10.4,2.0,1150.44,1737.0,Q3,0
021a5975-a2b8-4fd5-9a1f-a6ad3ab94bf1,33.0,Male,USA,Chicago,1.7,2.0,26.8,6.1,64.1,3.0,14.0,126.6,90.0,21.4,7.0,36.7,6.0,4.0,21.6,6.3,3.0,1992.01,1912.0,Q2,1
0221463a-bdc3-4037-a291-cbd1df8109a7,41.0,Female,Australia,Sydney,2.8,7.0,16.3,5.1,81.5,1.0,4.0,210.14,2.0,10.3,1.1,9.6,5.0,1.0,0.0,13.4,3.0,858.13,1175.0,Q1,0
02218426-669d-4672-a25a-b9f9b8e9eec1,64.0,Male,Germany,Hamburg,4.6,13.0,28.4,8.5,37.3,8.0,12.0,123.15,25.0,28.5,11.5,16.0,6.0,6.0,48.0,25.6,1.0,1515.17,2496.0,Q2,0
022ed123-4f2b-4f99-8ed7-9b2f4d391422,30.0,Male,France,Paris,5.5,8.0,22.3,8.0,63.2,7.0,8.0,71.25,15.0,52.4,10.5,14.1,9.0,5.0,8.0,10.3,2.0,562.84,2099.0,Q1,0
0239bdec-82e2-484e-b16f-14323dec7048,47.0,Female,India,Mumbai,1.8,14.0,26.3,11.0,40.0,4.0,20.8,129.12,24.0,65.28,0.9,25.9,4.0,6.0,14.3,34.1,3.0,1957.02,3094.0,Q4,0
026c6666-4329-428a-b5a8-658fbc15504d,27.0,Female,Canada,Toronto,10.0,17.0,31.5,14.1,44.5,5.0,18.2,101.27,82.0,33.36,7.0,10.8,7.0,2.0,40.5,15.0,4.0,1249.03,3264.0,Q4,0
0273db90-2365-4f0c-a372-d8c539958bfa,31.0,Male,UK,London,3.9,11.0,10.9,5.2,78.5,0.0,8.0,171.58,48.0,24.0,5.4,0.0,4.0,0.0,27.6,0.0,3.0,1444.26,0.0,Q3,1
0285f3ef-79e3-4628-9170-99ef55eab570,33.0,Other,USA,Houston,2.9,5.0,18.2,6.3,46.0,4.0,5.0,167.75,42.0,20.4,4.7,3.7,10.0,1.0,23.1,19.0,3.0,776.1,1508.0,Q3,0
028ad8e3-1208-4095-86ba-0eac22ff2ed6,46.0,Male,France,Lyon,1.5,0.0,26.8,1.6,71.4,0.0,6.0,96.1,18.0,31.6,2.3,0.0,9.0,2.0,0.0,3.6,1.0,504.55,1181.0,Q2,1
028bab1d-db6d-4aa4-b6ad-3f2754ed4888,49.0,Male,Australia,Adelaide,2.6,18.0,39.6,7.7,57.1,9.0,14.0,177.72,2.0,53.9,6.3,51.1,7.0,5.0,30.3,23.0,4.0,2191.17,2702.0,Q2,1
029619cb-358d-4e7c-a4c7-504f23f5d54b,36.0,Male,Canada,Toronto,1.1,10.0,20.4,8.0,79.1,5.0,10.0,115.07,21.0,15.0,5.4,40.7,5.0,2.0,49.2,20.3,5.0,1185.96,16.0,Q3,0
029ec484-5073-4c45-8a9d-fb313a4e2317,28.0,Female,USA,Houston,7.7,13.0,35.8,7.7,62.9,5.0,11.0,158.91,10.0,33.2,7.9,24.7,5.0,3.0,32.2,23.4,3.0,1925.75,2491.0,Q2,0
02a459d1-31ee-4f9e-8256-9cd5769c93bc,54.0,Female,USA,New York,3.1,7.0,30.6,9.5,63.0,6.0,10.0,81.29,106.0,38.8,12.0,34.0,4.0,3.0,24.9,23.5,3.0,680.8,4243.0,Q2,0
02bc82f8-bffc-45f8-93e9-93299c957fd4,18.0,Female,India,Delhi,2.1,8.0,30.2,10.9,63.6,1.0,13.0,148.46,12.0,35.0,7.7,23.7,7.0,3.0,20.8,16.1,3.0,1726.82,2210.0,Q1,0
02bd1904-f8c2-4950-9efc-c2b1093387cf,38.0,Male,UK,Manchester,3.7,8.0,19.8,9.9,65.3,6.0,13.0,70.96,12.0,52.08,8.2,25.7,4.0,1.0,0.0,13.0,2.0,596.1,1896.0,Q4,0
02be222c-5bbc-4399-a750-9139f1dcb4f9,32.0,Male,Germany,Munich,3.3,6.0,20.7,7.9,43.5,6.0,15.6,200.28,3.0,37.92,9.8,10.3,8.0,4.0,10.9,14.5,1.0,2212.75,992.0,Q4,1
02cd921a-de85-4154-8def-fc4a8c4c4598,52.0,Female,Germany,Cologne,2.6,12.0,20.1,8.4,69.8,0.0,4.0,114.27,14.0,69.4,6.6,1.2,6.0,1.0,22.2,8.5,2.0,485.46,1461.0,Q2,1
02d875e9-135c-4238-9ee9-377313d804c6,46.0,Male,Germany,Munich,2.0,28.0,51.7,15.0,29.3,9.0,26.0,118.26,2.0,45.72,1.5,45.1,1.0,6.0,79.2,37.8,2.0,2520.4,3845.0,Q4,0
02d964dc-4855-456a-93cf-19b33137dd99,50.0,Female,Germany,Hamburg,3.3,4.0,21.1,3.7,78.3,1.0,6.5,58.07,50.0,27.84,10.9,0.0,4.0,0.0,0.8,18.6,3.0,266.82,1270.0,Q4,1
02eb2770-1f6c-4c98-85e7-681a933d8052,56.0,Female,Canada,Montreal,7.7,4.0,11.4,5.6,66.8,0.0,5.0,98.12,40.0,23.9,2.2,21.3,4.0,2.0,11.9,18.5,3.0,526.11,1173.0,Q1,0
0308aa0b-c684-4245-b08d-57560994f270,21.0,Female,Canada,Toronto,3.8,11.0,15.6,8.2,62.1,1.0,9.0,134.34,5.0,44.7,1.6,18.1,9.0,2.0,36.2,18.6,2.0,1262.54,687.0,Q1,0
030bc43a-b62c-4849-b1e0-2435de65fcd2,31.0,Female,UK,Manchester,2.0,30.0,47.3,18.4,26.3,7.0,23.0,184.71,99.0,40.2,0.9,38.8,3.0,8.0,68.7,39.0,1.0,5071.84,3661.0,Q2,0
031728b1-2f29-49c3-bc9a-694af08e02d1,39.0,Male,USA,Houston,3.3,5.0,18.8,6.8,62.9,4.0,13.0,101.65,6.0,45.1,10.4,19.4,8.0,2.0,47.2,13.6,3.0,1300.53,314.0,Q2,0
03378c3d-ba97-4cda-aa4a-ade98f8864c5,38.0,Female,USA,New York,1.0,22.0,29.9,8.9,49.0,5.0,18.0,126.3,4.0,37.9,0.5,20.3,2.0,9.0,17.9,20.9,2.0,2276.33,2154.0,Q1,1
033cf1c1-2428-4090-82ba-f3fba7690bc3,33.0,Female,USA,Phoenix,3.3,11.0,16.5,8.4,86.4,0.0,4.0,127.39,23.0,48.9,7.2,9.9,6.0,2.0,0.0,6.3,1.0,559.37,288.0,Q2,1
034913c1-0aef-40b5-82bc-6ead94e103b5,42.0,Female,UK,Glasgow,0.9,15.0,40.0,11.6,65.5,9.0,21.0,144.17,58.0,15.7,5.4,27.5,6.0,5.0,23.9,29.3,2.0,3335.32,1676.0,Q2,1
039c346b-8a9f-48bb-928c-c54004c96a1f,53.0,Female,India,Chennai,1.7,23.0,37.3,11.1,40.4,10.0,15.0,124.04,11.0,66.1,5.3,41.5,6.0,7.0,31.8,25.0,4.0,1824.59,1906.0,Q1,0
039c376f-60b3-4d44-a617-bac9ea55d9e9,38.0,Male,USA,Houston,4.1,13.0,26.8,10.5,65.7,3.0,13.0,74.7,14.0,15.0,3.5,24.6,7.0,3.0,0.0,18.6,3.0,600.81,2196.0,Q4,0
039fdeb4-dbe6-467f-b722-b9f0133126d9,43.0,Male,India,Chennai,5.6,0.0,10.0,5.3,69.0,3.0,11.7,99.97,21.0,40.2,6.1,10.0,4.0,3.0,15.9,13.5,2.0,1015.2,1702.0,Q4,0
03a550b1-24bf-4318-b146-9d2915e39f24,36.0,Female,USA,Chicago,2.5,9.0,26.8,7.6,74.0,3.0,9.0,118.6,103.0,24.4,9.6,19.7,6.0,4.0,23.9,17.2,1.0,901.77,1743.0,Q3,0
03a79b22-4851-4f6b-b2e3-116722e5eb04,37.0,Female,USA,Phoenix,5.5,22.0,42.5,13.5,45.3,7.0,27.3,213.2,16.0,97.56,11.3,37.7,2.0,13.0,41.3,36.5,2.0,4503.6,1896.0,Q4,0
03acc286-90b2-4e07-94c0-d9016e4cb5ed,50.0,Male,USA,Chicago,2.8,6.0,24.2,7.7,69.8,2.0,14.0,99.31,20.0,53.0,2.3,0.0,11.0,1.0,4.0,9.3,1.0,1212.92,1675.0,Q2,0
03ae50f7-42c8-407e-8d0b-3c627e0a43c3,29.0,Male,Australia,Sydney,10.0,24.0,52.4,16.4,19.6,12.0,26.0,125.3,36.0,25.5,4.6,49.0,0.0,8.0,76.6,36.8,4.0,2948.92,1896.0,Q1,0
03b20df8-9984-4557-a2c5-ae0d5e47a20c,43.0,Female,UK,Glasgow,3.1,8.0,26.3,5.7,57.8,2.0,12.0,150.01,18.0,22.6,3.4,19.7,7.0,2.0,26.9,7.8,5.0,1566.61,385.0,Q2,0
03ba0afe-e8e0-46a5-bd87-bc8b6a16a3a0,18.0,Male,USA,Chicago,0.4,15.0,30.4,8.4,53.2,4.0,18.0,161.04,8.0,52.8,5.9,13.9,3.0,0.0,0.0,11.4,2.0,3387.45,2212.0,Q1,0
03c036b3-3cb8-4f93-ab88-f7fee8db3133,70.0,Male,USA,Chicago,2.2,9.0,26.8,8.4,69.8,5.0,7.0,192.08,25.0,50.3,13.1,27.0,9.0,0.0,14.8,10.3,1.0,1123.81,0.0,Q1,0
03e4a340-a40a-4b5b-9ea9-2195e2626f2d,51.0,Female,Germany,Berlin,5.2,23.0,31.0,10.1,39.0,4.0,14.0,105.75,18.0,40.2,2.2,44.4,3.0,2.0,69.5,36.6,1.0,1353.32,3227.0,Q2,0
03e5227c-4360-4aeb-9404-d93698d97e8d,46.0,Male,Germany,Hamburg,4.4,0.0,23.0,5.7,44.2,2.0,9.0,71.13,3.0,23.7,9.0,4.2,3.0,0.0,22.8,13.3,1.0,653.84,0.0,Q3,0
03e6ae3f-eb46-4152-82a3-e4e6900324a4,53.0,Female,Canada,Montreal,1.4,7.0,23.7,7.9,66.1,3.0,10.0,68.35,4.0,63.3,3.7,15.2,9.0,2.0,11.6,12.7,2.0,740.73,3765.0,Q2,1
04213766-f445-4c8d-9a2c-6a03922787d8,27.0,Male,USA,Phoenix,5.3,0.0,13.9,2.3,77.2,2.0,9.0,108.72,26.0,10.3,6.0,19.7,9.0,2.0,7.6,6.2,3.0,1115.28,730.0,Q2,1
0429f46c-8bad-4715-94db-2b2dd91df03b,26.0,Female,Australia,Melbourne,1.6,11.0,11.8,4.5,68.2,4.0,7.0,67.97,19.0,23.6,6.1,4.8,9.0,3.0,25.1,16.8,3.0,504.71,2538.0,Q1,0
04370bc3-8a9d-425b-bdf6-96335fb7b756,29.0,Male,Canada,Toronto,2.7,33.0,61.2,16.2,28.9,10.0,27.0,136.32,45.0,42.8,3.6,54.3,2.0,8.0,90.9,34.0,2.0,3911.12,4481.0,Q3,0
04409b97-8b7d-41d4-8c7e-96e6ef5d3ff8,34.0,Male,Japan,Yokohama,0.6,15.0,32.0,10.0,55.9,8.0,15.0,53.14,15.0,27.3,12.1,15.1,6.0,5.0,16.5,25.5,3.0,824.66,2345.0,Q3,0
044c4b47-f888-4109-9cee-5da6c60fe4b3,60.0,Female,Canada,Vancouver,1.4,3.0,20.8,6.8,61.1,3.0,13.0,99.97,30.0,19.56,3.4,35.7,4.0,2.0,19.7,21.6,2.0,894.89,1375.0,Q4,0
044ef3fb-b8fc-491f-b982-33b0a38d187b,18.0,Female,USA,Phoenix,0.2,0.0,20.1,3.1,62.2,2.0,5.0,54.48,18.0,58.1,5.7,0.0,5.0,1.0,6.7,7.4,3.0,291.01,1896.0,Q2,1
04626da7-4a0e-408b-b559-62112df3f802,54.0,Female,France,Toulouse,5.0,15.0,18.5,7.9,52.9,7.0,14.0,183.2,7.0,69.2,6.0,27.9,11.0,3.0,9.1,18.6,2.0,3051.21,3068.0,Q3,1
04633737-9792-4649-bd2b-2526dcd5c9f7,60.0,Female,USA,Los Angeles,1.7,14.0,32.1,15.0,33.7,7.0,14.0,109.23,9.0,16.6,13.2,33.9,6.0,2.0,70.9,33.3,3.0,1278.81,1312.0,Q1,0
04769b4c-9592-414d-a922-984ac1c0c83e,51.0,Female,Japan,Nagoya,1.2,18.0,30.7,13.8,48.1,7.0,13.0,130.15,41.0,32.8,3.5,25.1,6.0,1.0,29.8,21.2,5.0,1543.68,3589.0,Q3,0
048092f2-3eed-4256-ab68-e166c0ba768f,25.0,Male,USA,New York,2.6,19.0,22.3,10.4,46.9,5.0,22.1,108.75,131.0,40.92,5.8,25.2,3.0,5.0,46.9,25.2,3.0,2181.52,2869.0,Q4,0
048abc8c-3495-4e00-b1c2-0339b4921072,44.0,Female,France,Marseille,0.8,12.0,28.3,8.4,37.7,4.0,13.0,197.8,3.0,40.2,4.7,5.3,4.0,1.0,15.0,9.1,3.0,2656.67,1006.0,Q3,0
0491931e-fafe-4043-89ff-65208d3377dd,39.0,Female,Germany,Munich,4.9,24.0,56.4,18.4,18.7,13.0,29.9,182.52,2.0,11.28,0.9,50.6,2.0,8.0,59.9,45.6,1.0,3590.86,2111.0,Q4,0
0494a480-61df-4390-b175-c691a34f23c3,22.0,Male,India,Mumbai,2.5,19.0,49.9,15.8,35.7,9.0,24.7,123.07,11.0,20.28,3.3,47.5,3.0,6.0,60.0,38.6,3.0,2127.94,4977.0,Q4,1
0496bd26-9023-45fa-b1ff-3f9ee6436f59,21.0,Female,Australia,Melbourne,1.0,11.0,26.9,3.8,83.1,4.0,9.1,99.59,9.0,76.08,1.2,6.4,12.0,4.0,15.5,21.7,2.0,832.51,1896.0,Q4,0
04a6e2d0-cfc0-4c2b-989f-bc61faa6fb9f,19.0,Female,Canada,Montreal,1.3,23.0,37.9,17.2,20.7,1.0,23.4,127.88,28.0,79.55999999999999,8.8,24.2,3.0,6.0,49.7,34.5,3.0,1947.36,4443.0,Q4,0
04a97bb3-3da7-45d5-9a2e-3e2dd33e63d6,25.0,Female,Germany,Berlin,4.1,23.0,36.3,10.1,53.9,4.0,14.0,89.81,33.0,65.6,16.8,13.0,5.0,6.0,25.3,18.6,1.0,1287.54,1556.0,Q3,0
04d45f5a-39e9-4ba4-bb56-ad0dfc843d78,30.0,Female,UK,Manchester,0.1,14.0,23.1,12.8,54.1,6.0,14.0,78.69,17.0,34.9,9.3,23.2,10.0,6.0,53.1,16.2,1.0,1001.22,2065.0,Q2,0
04e62ee7-acfc-42d8-9be9-ab58477a768b,45.0,Male,USA,Houston,5.4,14.0,28.6,8.9,49.3,5.0,15.0,137.44,63.0,12.1,4.2,27.6,5.0,3.0,48.0,22.4,1.0,2423.37,1896.0,Q2,0
04ef3ddf-cb3e-4003-9f58-d255eeedb101,38.0,Male,USA,Chicago,0.5,22.0,36.7,10.7,46.9,5.0,12.0,112.79,24.0,59.0,4.1,12.0,4.0,4.0,53.8,18.0,1.0,1324.89,1969.0,Q2,1
04fc5ba4-9bb0-452a-bfe7-6604c2ef66c7,31.0,Male,Australia,Adelaide,2.3,14.0,20.3,3.5,84.6,4.0,8.0,113.73,28.0,29.6,4.4,10.0,5.0,0.0,12.5,3.5,2.0,975.04,1896.0,Q2,1
04ff74e6-48bd-4d57-bda8-a6d6c5540cd1,26.0,Female,Australia,Perth,3.7,0.0,8.9,3.0,92.1,0.0,4.0,129.97,1.0,32.2,5.4,3.2,12.0,0.0,27.6,13.0,2.0,601.5,959.0,Q2,1
